NAME,ERA5_Land,GLDAS20_NOAH36,GLDAS20_CLSM25,GLDAS20_VIC412,GLDAS21_NOAH36,GLDAS21_CLSM25,GLDAS21_VIC412,GLDAS22_CLSM25,JRA55,GRUN,MERRA2
SAN JOAQUIN,167.46827790315263,98.87179649669808,60.55382851088633,169.81829925932715,78.7827869423391,55.11700950325064,155.97987383876335,49.18289625039655,238.7595642841994,140.46145665873945,86.8971189982951
CUYUNI,513.4904612696592,1009.3001566866667,697.7740774399048,1331.3145681690917,736.4972869203126,479.05829537818397,1113.298932459556,577.6073499307173,789.5950849570014,987.342301706829,185.92412913994565
EBRO,103.74985985804423,126.05298592966173,50.71049120216731,276.3729250929051,106.2178665354924,50.197654366414746,248.34618873057283,34.791075828339146,89.94720473194988,207.69178128412355,45.02938185728776
MEGHNA,1536.7783368674625,1783.5739489198193,1331.5055668264692,2163.042376442291,1340.6967935445402,892.9999571853102,1749.568142924276,1230.8780491652872,1357.452373605852,911.7980172018339,820.4493910850618
DAUGAVA,278.83932535331826,188.01091455222917,69.77837078616817,395.1372084857965,332.8433726607642,103.77321054974104,543.5362664170028,64.5610691483915,266.76278509147267,230.20893954114422,164.04156070426671
MURCHISON,5.918482889872952,3.9748942109664887,23.743395111731758,7.828512399193175,6.32430966349625,28.114701591067586,13.985543968972348,9.123175712768749,11.337801579617096,7.638697014910645,18.221962463970367
SAGUENAY,707.8871326493347,552.6965598260801,374.0449468319271,804.4898869791167,442.77384930900155,175.0244962170878,682.6569177141096,1026.9063122844889,463.4121364250726,544.5472523449967,245.64066642224375
BANCANNIA LAKE,8.953183471018367,14.36689917803179,36.99274311189517,41.60891940248986,18.599385015034894,40.11838649080869,57.388032231613195,21.216857757367542,58.77518250258912,9.095343205698859,19.394537197464434
PANUCO,163.64202275485832,349.0664557164472,219.64591048111896,540.8363647419194,94.88856058786718,90.60678654872899,210.01545928004217,296.8677605791404,154.89307516467412,148.20171654688153,141.90307554232044
ANABAR,142.57100519082294,73.11254338499559,16.495430306718937,146.03280525375712,146.4481411312624,31.422343961910798,200.7190987067523,96.25276494927118,109.15025376276371,87.44350587537394,179.74160836805626
BACK,167.9871006724449,60.82044076762664,29.9082500447442,155.4563851019097,80.95257113818391,24.81389751436715,146.1363482134342,21.280249374594895,224.83761475124146,141.1410194007352,194.36268236833365
NEMAN,198.94238970428177,156.21380953784956,91.47892192741548,377.2005362716019,237.01481460017197,127.7363100649784,472.71524522211377,78.12470409777454,307.77990978311703,211.90617199259623,109.25290236749859
CHURCHILL (East),662.9207378448427,552.3956692074477,378.4758706316203,760.6184644715925,540.1625281489692,322.27142013365744,757.1787785375514,681.3718763405446,416.7726338391726,533.2179836110328,457.5814325040199
TANA,81.88884383305457,42.54614735849979,56.10778626879867,160.66751888979562,18.04462685714674,38.43117394842512,74.23767061872698,29.089193923155392,9.784430834987035,102.294901053675,29.251821040730675
FITZROY (West),48.30247047417937,223.6700221265982,156.37715163074222,404.0607117443323,266.9829714073693,144.7444888880314,464.3757103563074,84.20669730399325,116.65102562353461,73.7631786545819,126.41719845971913
DRAA,1.6019819638152946,16.34183838233641,9.633162090300917,30.87727819227993,8.64541421593583,4.75383266343678,13.33117973998327,5.977244186201238,1.7000899486415495,10.008144915580678,7.464629863113709
NARMADA,532.1656014694832,435.68768638785207,395.0401952518447,802.3550664623954,421.786722315482,448.440677984361,807.9517072548302,331.9561361510158,417.68561660455015,283.9208033876095,433.33798866623255
LA GRANDE,576.6490689562827,466.8656900296729,317.58285009485104,660.7884994827875,467.10583247440115,279.9760259901846,639.5865044300509,451.52028186536165,387.3488233922308,465.206846104593,343.6321301016213
RHONE,538.7023090583064,381.1267864962829,287.8825524915443,606.3395847636962,358.35206819408256,275.27222716275884,553.530600951109,288.53322300635125,524.9839264412012,504.5088308910293,179.82653001556315
DOURO,80.93813074562746,170.59121853895118,72.05036573688075,307.6384147595703,185.6608398782608,76.55601791825727,329.2069195774603,58.5820587364103,106.27416658390405,210.78525071731445,70.07242086686122
BANDAMA,203.34405142612908,466.1938667176684,137.63370533723162,663.3054090435046,274.5643567016399,103.49530250724133,461.21918426952544,106.61712937450613,225.42051611485522,148.56462624890077,90.37448264137123
VICTORIA,132.9608970689978,225.5996332637999,173.86772705308846,436.0732410441534,270.2368603780683,160.3384810840245,478.2956092277356,86.86169263311123,277.94589926063253,89.01985253071503,136.03439921457374
SEVERN,320.6742492935713,219.14277691304738,107.86674382743286,416.7065565163142,126.65784495304811,34.10617203856329,294.80136928036046,447.7417935686527,205.32279870934036,199.30339439327307,105.8571510655673
SAVE,47.07216895401879,71.01791036315548,89.2217505157397,225.16033217994794,61.49736555990539,60.501500755549884,180.10190515912336,56.12469673512927,55.11605028046408,73.02555075312029,35.90457377105231
HAYES,278.7897845627009,160.17717423621878,68.82815040972542,346.5242903787308,87.42122787954574,24.49769573677389,253.70815996552906,305.151726160533,139.5861378613662,167.231594959565,100.37610891060207
MOOSE,367.1510944859257,286.5012051430684,148.90007273461387,549.2175277009256,191.9416750880249,82.64487799743172,409.98649595471807,482.79481372819555,268.2215510864951,347.58230501956405,141.40605100603307
FLINDERS,58.739170181211634,84.63366857593945,125.46560017259564,227.36569165165366,119.52774798125233,146.38201685995062,288.1229653056313,90.46134648819643,155.29829720435845,55.77256805457705,105.25868914960691
LAKE TURKANA,444.9186572885436,190.27986690343866,169.6033130489607,362.45551977328216,81.83641269553874,82.13242188428487,212.13923403793137,214.46127749176293,91.44921746143942,248.29430940280054,120.71350390077745
KUNENE,98.06261139080534,86.73262866750841,99.85576770362471,246.73368850890748,145.89764639646756,58.24250300830198,313.779522552904,47.64817707034135,112.70184725281472,167.18351609729456,218.82239824634652
COLORADO,28.831607893924694,41.03988043531844,124.08927062965435,202.24126604938937,47.84800128837294,117.05927999725574,223.1518821993471,53.06686546338384,49.76478354366491,31.764371658111678,33.18197431292002
PUR,287.54398654021634,288.7586670093168,135.69094438329853,388.37519274934175,547.4062316108875,321.321394774128,610.0573003130013,191.80012193635633,282.4167571508763,331.84888926971104,283.4236642159635
MOBILE RIVER,323.56037932641493,508.3911926407553,279.4430985031661,766.6824770851977,443.0674760338992,249.02130221487715,710.3477561449273,603.9908869410186,498.75685204810395,435.77608428042794,266.3731731544907
LAKE GAIRDNER,1.4844461287761805,3.100080097055529,10.580765398659528,6.5936870705362525,4.904986482655713,14.115033714608154,7.487050905047272,4.012829454726051,3.553492185458706,9.864506380722625,7.104499283897759
RHARSA,2.3091923717521645,32.37472533660797,14.740905967470232,67.7016632490977,28.243702562566302,14.17759631861357,54.93668332757407,7.723236317957122,3.553606763714124,6.916888905917029,9.740208540999058
LOIRE,170.9424236402267,142.6481614436418,79.00884946429545,323.2757883489344,191.61882355929043,111.92384060863978,361.1629502512351,61.5482166388004,255.66483502195192,262.9089211654377,82.35560099009776
BRAZOS,41.64827831533173,57.05172500067956,128.03613360245942,300.0406695679509,65.97142830155603,124.9206727836769,322.61794925396805,72.41275049038794,151.49813853272488,54.8557669436374,43.72318932836761
ODER,136.86480137754583,100.91202448464878,101.51772540315264,281.2187984587847,202.5348784774883,129.87224288977944,368.3191164297194,65.30576954930243,335.21521230976816,175.02067065004803,89.02346590827776
HAMUN-I-MASHKEL,2.1219227642794025,6.195076683904196,2.74886116864981,2.5633563050940342,12.954362026656202,6.288022087846431,4.347810748448298,2.348908021462843,6.841271666791137,4.665231458791531,1.9805242225102866
ABHE BAD,100.99798880003786,112.76430372072318,152.69869158871535,339.9587008982418,57.30794741619347,81.03397674988703,263.0315938266597,60.76766157218418,25.857802113264693,119.34136555054417,49.56476264853332
GUIR,0.5860138600042089,13.587464912925835,7.94215126478454,22.713936959582973,14.046984119651942,8.283661855552563,18.04760710670979,8.207024473222129,7.200188286036791,3.888355054503946,9.100669639441957
KUSKOKWIM,447.54754799898126,179.14726106181033,102.42244035917057,318.5284589352604,319.4232107752267,183.944444588223,430.36519616519547,180.7036262518406,287.97342275960483,256.3027929916797,320.3922285401167
USUMACINTA,660.7059826635048,1231.3682616087935,871.752940051438,1555.7445740200426,720.0460416828571,460.2189134417873,1061.5418507145755,781.4057286126313,325.8321874142678,981.9708359445134,497.98809801745466
MAR CHIQUITA,132.80235296250214,18.446741095534485,96.57362685287086,141.3721251069914,20.974500580430053,97.75332387083907,131.83344316322598,59.57386291960173,36.09301953293966,61.80200167689935,62.764736080882564
BURDEKIN,76.00513670956123,195.62036369269865,131.20958517013017,376.63386960882923,213.59428403959458,147.18205284916155,390.6597451332912,101.25658725317845,68.79927323492811,108.06216822760288,170.67403180597248
SANAGA,707.1278889066983,663.6486867850656,258.27971287633443,953.5912721552052,607.4930102792366,227.6549224927262,928.6757269291472,819.1066324408725,886.8353432930401,574.1899439106744,166.7285501168995
SANTIAGO,156.05857295517876,146.62933290325057,93.77671939103746,270.7730917449459,139.3195314383514,98.74210821698786,258.929348758729,179.77366797295406,235.5007851835118,131.2616238553132,87.76505498503157
SARYSU,4.337386084215697,2.9303029757122068,5.8516902497945065,84.74639698763497,15.292673344682266,15.259068998388244,161.90014974819297,3.214478821033006,34.2036399823284,19.98669172603903,5.953574472407088
ALBANY,375.2220259724705,262.9123830090749,118.06129666395688,497.06955892155645,198.85143947573943,55.695841496659696,404.1617341245219,524.6285763783059,272.386448539765,294.33848095432495,100.59200370827834
MAHANADI,644.100103461741,613.6172267345094,224.4733781503599,928.9594143665876,642.7559945951223,292.3691248867055,1007.2620889622997,143.0592816249796,512.5943703244774,356.3097630223077,397.7321873972279
CANIAPISCAU,584.2821329014005,526.0042210608676,391.6304295265555,695.3704530534297,476.7167583697589,312.7509790584406,629.7607388768182,510.4322657599215,393.09193953074526,498.0660472307489,428.95899299058846
NEGRO,201.8858622417748,132.47001803382028,57.840496395176466,195.4998217734926,223.98519295137095,86.59502881827794,377.12935980935106,100.22039147653996,141.3553411020384,186.94119764493,39.244905712548515
GREAT SALT LAKE,47.03809488124868,13.93026500641551,24.629931038378523,122.23533684701064,19.103556484002134,23.62767109073037,138.5687324271845,11.624927602813939,307.4666906506789,66.22517339232776,29.95874751676741
CHUBUT,52.885245061917466,63.77502273969969,30.95700131074357,114.0616160541216,154.13591551611785,65.73787566154002,305.85481981626407,13.458564096709832,81.22116075147038,177.06363157506817,59.99299640449932
ELBE,200.60221409647303,112.99262267003148,85.16957097603927,304.6048910522172,272.6777067748792,173.88209770621773,465.63260796215945,64.56382298166291,381.81202206763476,248.81698140817426,93.87209794650684
RED,770.0184761766362,553.0077797322954,354.00819909139716,830.3618081433715,500.64565975905316,378.13577894088036,772.779971742961,342.2999596068161,855.8345708910895,393.9783761604934,121.2136681666719
FITZROY,54.37851931837859,122.61697567093347,129.6111014152874,272.3871783076251,132.52143778590755,154.25639986505865,267.93484882087614,126.9861052831925,40.114970879836065,73.80249894071912,91.20917806414286
TITICACA,417.6049856912458,192.5260965589425,100.95233858652304,331.61644865423716,253.51660865246726,150.2957606989699,537.4253702262041,51.92078008512218,521.091172596501,379.03643638051057,68.32898122097217
MELRHIR,0.476637302523956,8.65075112735877,5.991185138394975,15.662598798810148,7.285071829802959,6.315017801959158,11.350465643828558,5.372932476764773,6.3799006662296796,3.8065902249060963,4.6736342652077125
CUANZA,278.6143213389186,318.85708206128703,174.98436207138553,531.0459077966971,285.5672181945129,81.15488957207727,475.97551224824264,134.97986436233896,447.0221409132917,324.0323433309683,96.0535391266832
TAZ,300.29226493203726,292.5043875466309,159.49504369601766,378.8128290523918,518.7623846498557,318.10186524629864,576.5329091568349,185.85678423730207,317.6327248285003,298.9547382831771,290.5877672912469
CHUY,80.61230327968116,15.633439147126513,13.144054397626215,100.02450555815054,31.464713462436613,18.73828277758352,140.51357881262123,7.559252863608857,60.736134580036946,32.49788926152097,10.715565284181006
CHAO PHRAYA,567.7736750334082,470.3947731332275,180.6635363501303,788.4739091207659,642.0232030275139,359.80294491877163,975.7059930295384,123.30571003832628,1252.8913964730875,285.9098565009764,146.11730030509463
RHINE,444.2701881924735,342.6565035624384,257.07308762218224,552.2734675085541,438.4451344017094,326.15355721611706,636.5211641542049,276.8317896464889,602.9391380832315,459.53151652903296,181.1194163569291
RUVUMA,152.55800318665302,373.2334539990127,105.24250799730922,542.8873512598826,398.15664681341565,92.75624858306968,553.2431428820983,91.27160142973932,58.191269792635374,296.5885748409001,123.48214632625995
PYASINA,359.28422431269644,191.0537243148839,97.59761296366368,330.97953898849875,472.23527005996175,315.3841579446947,565.7345755570393,205.49461973010216,302.5061851792847,249.39010953068743,373.8315084179799
HUAI HE,142.7755718660315,170.85104181247715,163.37627494964028,561.9817099664708,155.2859027885256,206.28980795216953,584.0750480626576,151.74903539711062,324.0707050477843,106.15810926641942,111.74026528986619
ANADYR,258.96928969092284,139.11709349121378,44.87565117444255,242.4720906264375,312.11483109634656,114.82243863388594,368.88977898709607,140.11932126940354,220.32971832712843,200.19411436989782,286.504346915681
CUVELAI,38.90381551616337,37.03027352652508,87.31478089618084,163.90497720114672,118.51395258260372,74.48911864908911,263.9361757259856,41.99754812261966,54.63292410053009,60.60073036370504,102.08474588005674
KURA,242.96859484000865,96.35570815727813,70.4083266049856,301.7284565666028,189.06897024458212,113.60007926824808,431.3797651538981,57.702803380653414,208.1011419499617,116.59912469925601,49.71060840507435
VISTULA,177.3334561289467,125.16965882524919,115.53914437058856,330.85011137745585,207.6627468588371,142.22969040195704,412.33719042140893,72.58142437709687,323.2729878033592,192.47890355770238,102.01074321501133
RUFIJI,124.2384464622518,273.11393055710585,101.51410519619701,449.0149955275271,223.36018129149656,82.38118288642637,383.11362739454444,74.16605509754378,34.07147965175781,251.9637416314809,121.09540252031691
URAL,27.001979985375044,11.943978589994696,27.2687471437901,109.82524230040431,54.05498610378449,45.33455362696417,233.7978047724455,15.593150530732464,90.74629383552659,47.626238357283476,26.977059663840198
OGOOUE,664.3179518644217,813.7228675463332,517.998707872916,1042.8995879261267,663.1576427592223,335.12604334222704,906.9694420188537,366.4818668879931,504.45959902630483,540.3746032667033,379.02115522006176
YONGDING HE,37.33708785521454,29.523859510284872,56.53340204700803,210.32949721811718,22.134241886863684,54.855250432724496,186.22577984584606,41.64510528893754,27.273597069932215,20.321276060286458,33.62811025167415
OLENEK,135.3135933709096,103.46153396331383,24.811565022934154,177.06022045774645,150.7235717099768,31.33219718272011,197.48646794334928,134.8951803112221,94.48492805082864,87.39362666175325,157.1337078816478
LIAO HE,62.72057932951877,36.95906729270371,58.45339501588379,203.57800420239627,37.72106665429946,48.11752612069773,199.71211919026427,45.16086266853573,115.02327715340304,33.3571863522849,29.147752554884203
HAR US NUUR,26.66779828322957,11.70034612810414,8.422657862294193,57.67001865825512,8.039393931517646,3.4568224327366535,28.780504578929502,5.603258691688477,13.77783943081526,94.85472294105912,4.682215900666523
FRASER,624.7346675517241,368.95117904382215,242.04022897994204,541.8765213249332,360.55324024509497,181.7074919658767,583.9180039327249,639.9569596512787,387.7525698786036,527.7576407250244,185.95244415504334
YANA,157.86851046615328,96.1292109151925,19.234770705646504,148.7988843782676,136.96172172058326,24.273895530354427,162.46867618284347,425.55498774516326,71.341009882861,90.95782023680945,155.60032872783464
THELON,171.91239020012307,88.30035831783702,43.44440731073884,191.11780990820827,109.69579223107412,33.76885980294942,176.40811401867262,48.88653166736122,178.98232875832866,133.8005314371135,171.96963188204208
THORGAY,5.366311116377693,2.449268138778927,8.405017593129376,95.94171330481278,16.529144468208006,17.371571697960853,189.96648544972945,3.6850642491830525,45.12002269297433,18.70343251555748,7.915432225809708
KRISHNA,265.4439105706315,344.38030906472295,300.9479435802164,692.566188303237,389.47307248848927,335.3090633395091,775.4444250659122,134.69905577793185,95.76620331968576,193.20357816012387,221.21802648719807
MAGDALENA,2288.3036139065334,1372.338373718537,1297.4601337066542,1672.9976128718179,1332.555165499923,1060.847006919834,1639.0570650195546,1319.4441871889462,1723.2897252453974,1102.3892005676669,289.30478339642514
URUGUAY,443.67568501224486,499.6344102241045,576.1752562484417,911.1508859655139,500.8578715274765,639.724835307793,932.9863498991915,739.7209001558097,468.54802937561215,556.3727061706588,316.1437489476383
SALWEEN,826.168954741043,399.7367465520715,181.76859302519227,637.8122157369622,427.4839354012778,239.32938536409847,673.0843014810044,128.99594586164332,392.3104645787614,461.88076331839545,76.65109501414675
NEVA,316.63281481437855,224.43049122886654,79.39521818359319,384.54008568174567,390.9167691706946,115.56119800314093,556.500385408821,95.6436191391819,275.00601418016805,275.8913938296851,221.51214361596567
KHATANGA,237.83109033954707,135.90470994207683,50.3744976681454,244.9050778148989,282.43785828763953,128.90950352391258,338.7054691482289,184.36699201584932,150.1102274189605,129.92694450190464,252.73407835396887
CHURCHILL,192.0889191204755,102.86686738096782,66.09260235641264,271.7446602671641,75.89098856804199,29.58915818142254,215.80107446564043,163.26636662010188,127.32845627366962,147.94489765566232,85.92579122350568
GODAVARI,457.4969817061966,446.78234970952644,372.3114191794079,823.2782565846512,444.01571995519123,418.194762311878,839.4845238078212,232.05402042652,322.47752553843674,280.30651687242363,332.6784424278039
PECHORA,419.8100268129933,267.46011198356115,153.24467520761877,409.70394160868045,439.12280236999084,241.92204243639958,565.1800429467601,305.4465125597894,302.2830826543301,306.15538920587784,363.2065484046439
SEVERNAYA DVINA,307.6147902501888,206.63343301682372,78.09076035690268,367.89471321262965,327.0984701997706,83.84821276331792,488.30576102560025,231.04529419166823,207.9078748303888,222.70773461559656,266.3851377010432
PARNAIBA,225.3277562764878,288.65808133870144,96.16829078475523,480.0064658970042,274.19409303543046,128.9365276366147,485.78469797015066,94.7513248391742,331.951116574627,140.2956381285845,41.3117760248412
INDIGIRKA,187.99464569305349,106.49171270529834,28.021769351929123,182.88959700310684,177.2010705527352,34.80440737643227,205.93979116934233,183.24310537523507,82.57541809253657,125.60345083667673,188.8931048501132
HAMUN,15.088140051356287,23.43114273374612,10.680223887175723,59.58151183017102,15.391741184303953,8.560443706380514,34.47943369231545,5.681641219122218,36.818927812457815,28.312003036289138,7.765800197212117
COLORADO (South America),98.16458467917124,24.09201269520916,33.46556560075891,62.13912055351875,47.6013098738015,46.79044164900395,127.4270271367864,14.304257655334718,54.28160667960877,66.95610618236564,22.081096880096123
ZHU,671.9094859870198,605.1917805872431,342.83120008311414,937.5497332777857,607.6134116231808,418.8318442845995,908.6650558938251,490.9032993286889,772.4014536977535,344.3220201520672,249.6429857314369
LIMPOPO,18.242671346995785,22.3546467391677,70.89168920259364,119.39306326788737,20.72703783735015,49.01808842566292,100.23908302571934,46.09376704956416,10.312482567352612,41.43530386437402,28.093590505970504
VOLTA,89.31865267632718,310.01556286746074,98.33851708019377,586.5527699583245,228.84910986198193,87.79804717683945,542.0001826927053,101.0287559523787,147.8573400527689,111.65930988010261,78.3082857633937
LAKE BALKHASH,82.51304773506646,21.234736514179584,15.337206528592072,100.42985673345288,31.847374731569413,17.80644035867144,125.54359222202577,8.67718815919076,58.34754630685899,44.14618330909133,9.693282910189982
IRRAWADDY,1431.4801037073414,1026.4766287705913,686.9010858374829,1364.0839933173486,861.3761292180434,540.3017204306421,1199.7277587116675,650.0362739355412,1159.5415266170771,653.4540494962564,108.59315872788538
RIO DE LA PLATA,90.56120483720687,91.91166073956116,212.0535838879286,306.83692696565356,102.1031605412434,235.67471306379244,321.5246782425796,157.01720419851307,121.13321183581914,160.99127025035287,130.90498187058967
DON,45.555929049655866,37.751155025003975,39.80625328461572,210.21350685860202,142.2136045065543,65.93507641317987,380.93637316459115,23.30205632605156,141.06269748496555,77.9145690575176,41.930512627989955
SENEGAL,46.799472209777306,178.67886058895112,73.2634920081742,305.70242826874744,165.15824579639124,83.14328536868844,320.4211611349841,69.01349129244042,56.1938756290485,59.52808112373879,93.67754520308765
DNIEPER,108.28112761367292,90.04033842500512,68.93503365236252,281.6522296735194,194.58000760016463,108.04539468999079,412.0240985272014,46.68436402758094,213.00885427433576,140.04758023631737,86.84875695693673
BRAHMAPUTRA,1501.965588643526,761.8172354469242,493.26906354488244,1054.9275391100878,633.6203587057929,381.2127978402097,916.9710997097575,476.6381823007573,705.6063491318013,648.4268241793606,244.20124150800672
SAO FRANCISCO,141.9455065531347,242.03231197543528,127.03373238015615,413.01764248045583,231.69290378159153,171.44818240858507,425.08261060798196,125.04976124565628,196.52709318795144,189.94634020641664,66.92470705097308
KOLYMA,186.75673570247662,117.21176046185914,29.23423374950201,188.0626618499527,201.2117555155324,44.24249466440368,230.15966760675033,85.50844769061666,124.53066756214824,161.54057252332422,172.30185247928324
COLORADO RIVER,34.35195171579605,13.227180193143397,22.52020483299674,70.48639042135474,15.799673670317787,18.081001224280254,69.18365182838077,8.517892337635526,153.07526410332568,46.282398690098475,16.652839641723116
COLUMBIA,370.63630779458794,157.09540943904722,100.83377283078246,304.96728432861704,129.85226927601678,74.32524658063082,316.1822415371721,122.6667530313586,467.322951432044,320.224682394408,132.43851994717767
