NAME,ERA5_Land,FLUXCOM,GLEAM,GLDAS20_NOAH36,GLDAS20_CLSM25,GLDAS20_VIC412,GLDAS21_NOAH36,GLDAS21_CLSM25,GLDAS21_VIC412,GLDAS22_CLSM25,JRA55,MERRA2,MOD16,SSEBop
THORGAY,289.6789656606917,254.62521935255072,179.2462975066681,199.82837322804295,196.4450493218647,108.25502318800916,297.8875729201662,300.62403017469427,124.7590498254164,174.9362868882702,456.46404829484453,228.3820426396334,159.22616514046905,220.53759725092277
KRISHNA,768.1933196621105,732.8659150618174,583.7326185990356,609.0856322682735,650.6837152309296,264.14108481199605,750.3884849980853,803.0644120187821,364.78674684712144,741.6023384462326,509.21197324713637,737.8799505696395,623.5385013654331,722.6346377474936
MAGDALENA,1253.9071484990068,1383.7340311881653,1218.446139026329,1061.0126635116096,1136.8912666621427,758.8204657763121,1361.4726663450083,1642.5985546963232,1053.705418817855,929.7924607797135,1133.8093033192577,1064.154910824781,1192.1842828958054,1001.3893427177711
URUGUAY,1126.6436589117343,985.8773759920321,890.9494419489276,1017.9490833304415,942.1321648328467,606.6749619257318,1147.8207109068449,1004.298263843564,716.412652755627,753.2178382618533,932.714910194223,1176.1921369453344,744.5250128588514,816.1941005321921
SALWEEN,686.2652684308143,869.4107108715743,760.8456201261884,663.0425118593929,857.811112331962,410.0822708692828,742.9689337180137,919.4318325560677,487.34076759722177,855.8778412213502,861.3955314292045,762.1140853248968,856.2045021721311,683.4759900570606
NEVA,467.87814488746824,325.0036214252335,454.9026105965371,455.62784322601294,601.828964828821,299.408895646323,502.8892057330032,783.6155807656166,341.4144904834235,530.9747774405707,502.24166742148253,642.5185382612772,,414.98905824236846
KHATANGA,194.718674838132,197.6853823887528,197.33734017976582,182.86879499335936,285.5145922206236,78.24584490924151,162.3390242330573,346.88818572330837,112.59987490587511,122.16727655328584,202.72477902909154,284.17168198011484,270.18355117347,169.07240888677939
CHURCHILL,434.6796749022657,307.08026117712336,441.79745531755134,379.68196875074534,422.33650956935236,213.37445077619606,441.87472825475396,500.71586745672437,302.9983810835897,284.6167800255418,468.31460277871,527.0953751835561,341.3461811571777,406.43229649867436
GODAVARI,799.9065216109942,770.3283740780502,598.3919183900398,680.9488538886412,756.1124282755355,306.39907260450855,770.8633482434034,799.0956068171315,375.4938917358278,846.1787930664316,648.4889048123099,826.5038120419791,616.7499091528889,826.8250128437315
PECHORA,291.63265814219403,261.31218850574925,315.951480118999,297.5647206550987,429.3923085164632,166.86847111407218,321.9500616060929,552.6740775628343,209.2311162745299,216.414201034247,374.4909141137904,401.5297865737333,336.9224314766817,291.8865854117256
SEVERNAYA DVINA,409.95009502775304,312.1909778884739,435.99909638117896,412.7846654550376,556.030388461232,256.41052478923547,478.02905000359516,755.2202520437045,322.39199527691636,347.31144197049457,495.75119519155106,571.6025790329519,392.7440309696531,414.68712481555474
PARNAIBA,834.8870135208302,1279.8136675782562,824.1325485215323,777.7298760744692,972.0503253429067,588.8882665961008,880.8240367253269,1032.983569800656,670.5632747065564,1056.4745594161134,896.0692762134261,970.5917116203339,953.4685671034746,1199.9180947859552
INDIGIRKA,226.30953235420458,217.8287188738039,247.90751647006186,167.4039068307997,248.75909287536336,102.90760457270828,185.10251878917478,330.0683672763294,166.78202151576062,67.81839756109939,251.8847416998657,320.2679591647833,285.1824783068597,193.42542284856
HAMUN,194.7184810273373,,100.53554162817971,155.0827671499909,172.40323085005917,122.52432522590107,144.73697255185454,156.6061153063566,129.80866302462167,173.6012204254956,188.46690421502808,152.76281899091765,,136.11376593649675
COLORADO (South America),408.3677675742937,277.82789021817223,234.98062009117,226.61480345959603,218.90665507905973,190.5998920151113,371.55718769140634,379.9514301301839,299.6484264690163,214.11294496143574,405.5530814755326,293.8399277796894,,222.24468048971895
ZHU,984.5406083156271,887.1220880190103,856.0250308411426,747.8694266510414,1008.5048429645312,417.4943796214605,766.0017411600594,959.0635545829373,468.1360949686408,860.0338779814294,796.3362125888007,1076.6852180201208,956.2216379281965,889.5569406235643
LIMPOPO,506.5800749539596,733.8594056634644,509.41001720172005,490.4244675427159,443.4387883736963,391.70182052131406,545.7713636658917,518.0542885822771,464.762965670023,457.58629709895934,570.4542411286445,516.8075442403913,386.44323118444686,625.8560912483961
VOLTA,749.3911128719192,934.8315672575036,773.5514845721748,687.5069442736398,903.0431339977022,411.21633330871873,853.4667916468277,1009.0599880468168,538.7802279391142,944.2721393698819,805.7320145467512,954.395781899179,716.4535410346479,1015.7377463398659
LAKE BALKHASH,350.15920522388967,312.1799031987512,275.27898625868863,261.55133962464276,273.8539695856055,188.48231859988203,313.9669081120344,336.2474577075301,228.7880048701908,255.49160512346717,463.2287017571842,230.34946340953124,219.9454853215321,237.61684249772784
IRRAWADDY,911.9959618570514,1032.6216142751941,866.7402902243497,889.4775952117731,1221.3846634690428,553.5839375467274,980.4392492807121,1302.1736963959083,644.6717423561921,1205.8345928617878,845.7292805966605,607.675384493495,1008.3197198601101,909.413609080806
RIO DE LA PLATA,826.2047508892796,781.2932285744288,694.1147640667494,765.2407346144323,646.5995503807032,548.5903278864399,865.9034327845742,732.6024167483296,644.5561233676638,649.175303620078,765.9369392780353,803.4398961997149,456.3990666413456,747.2623346959479
DON,536.5816530295983,418.5622766466402,412.7340181030728,464.8762568708442,467.55563337313845,295.73874228711753,578.5551820822024,664.0250036593744,341.00479834652504,450.72202730735506,596.0378049140387,499.1857187393747,373.46250605989593,385.75437887408486
SENEGAL,390.34958800866053,,419.1545278992435,400.65058243557957,506.62093321444127,273.51446908098984,487.2546089974694,571.3055087773521,331.37107338534713,517.0830033543712,425.6141082445338,482.91645648601843,,651.8881196244799
DNIEPER,583.2083079956877,478.2176079886614,472.4875759099115,516.137347497012,537.1338550548252,330.1382616220516,602.7314238445073,690.7994010770127,388.55925867869615,537.259853817063,602.1254342514383,595.4651239194889,449.03477436632585,444.99211688083614
BRAHMAPUTRA,625.1664128104208,658.9099656127694,614.4059963136573,582.5097109110367,841.5288910026177,277.36662973648635,646.622757829913,903.4742362564436,364.01474455757466,828.7970169834883,671.6600015178798,743.0357822329614,679.376689478361,484.42573391963015
SAO FRANCISCO,754.2963478030467,1148.7399755022493,763.4533630416174,728.2270261910936,841.8498276947645,557.53152931449,792.1035064562609,855.4301058070221,599.9784910374623,885.6591611685581,785.5203928291968,837.3031104595424,696.3933430829599,953.7788414800265
KOLYMA,250.36090830632483,238.49575706054057,267.0892359952003,185.17207518300157,274.5769919797202,123.49629234440879,207.2713885002857,363.1810471979796,188.5952419388513,215.18311822707133,251.9078208162279,347.97906261272317,307.4218419211097,182.26049230004506
COLORADO RIVER,309.9548696395617,295.67468758982625,271.28561007435655,261.5554185173402,257.34783174983585,209.6585815103975,288.6075058523914,293.59158088634587,243.94133517808478,253.93805281402962,494.9505174453432,305.6897085932482,187.9563553549264,372.64386530903437
COLUMBIA,409.35041421944055,392.8305465500808,506.1884730831542,418.5879322619471,481.536299165292,276.79764148368974,486.6577176362177,549.1642024723059,310.23842416772663,427.39638978547435,549.511687153951,541.2722732794167,376.2607634937562,408.7055232619569
RIO GRANDE,377.36800061985207,355.1489847916286,332.1398449984553,314.0244048913409,299.82484108569105,264.40870969115485,397.898915590332,387.8208787250315,337.77815139330517,294.3497102629763,633.8546643089064,362.7923435281169,244.9148636944339,430.1917757602977
OKAVANGO,614.3622925614574,866.9924043668832,546.3883625736379,491.44039998066836,472.88583694951,354.50817582813437,575.4691025079326,607.3200203642253,421.1976891022021,481.5447572225902,709.9175779266368,541.6395939081456,282.3508570514241,590.4412093678052
TOCANTINS,1030.487953384881,1348.087039673988,1027.5919474546652,1021.3969812679306,1357.8933225495553,724.5751512000085,1103.1436680248441,1336.536218889853,766.1755907414542,1296.8680769744813,1090.0296361856201,1282.5414297739264,905.7579068093022,1029.5945356725174
MEKONG,1009.6728956390286,1153.704678054727,937.5656015347977,913.3531684418433,1201.9530757423636,598.3085398137739,1017.5866916982693,1299.0953273990656,695.0004217762628,1131.3582491570742,1000.4149110384062,877.0089902012218,1046.9590008215637,973.5207284551456
DANUBE,627.388902399635,581.8092232893324,562.4530455785318,584.5487296353436,637.526669044147,356.74083080633744,679.8442093230296,761.7835930792812,445.04896939697556,641.7636361637913,610.0996100313439,640.1787262433138,543.4464301089549,459.6019193649173
JUBBA,430.39866507791703,657.5580696965794,408.0105401265366,490.664878429081,470.45379580406524,368.91216107799704,456.23043500749856,438.3758792604661,369.5300636597964,467.27826563300823,513.0590312981103,537.3210965424568,441.3950150206717,636.7478975081824
YUKON,286.1152892109522,258.71226928651896,333.7698050354954,199.31592549110917,220.42542331447459,137.20689381545716,308.38692479406143,400.6129148684197,220.81327797155615,102.64132535457752,338.27888162979303,360.58040349328064,344.0414393978605,338.40427097435384
INDUS,422.89215133069473,,294.3032140285471,350.4229463560439,399.40911198772176,207.96532354520264,407.4278671506953,458.6093658291046,276.5277372917129,384.0257005593194,524.130452353075,332.65620502489446,,505.54026744321965
SHATT AL ARAB,287.4593428141986,,201.58060291258775,217.07807815736095,242.45293275581759,134.42338238445183,269.2964064816065,291.0496317061431,180.41327049530872,269.77292643546775,357.09518607479396,212.9759833303567,,266.6381920514482
ORINOCO,1277.791406941539,1309.057574815331,1256.2205176048546,1138.3021012282195,1395.8167826628292,803.5794026930683,1340.8201718763576,1615.1786967160529,964.7239387200622,1417.778096144179,1164.1888353154768,1278.2904545845734,1264.8617180345354,1097.973926154389
YELLOW RIVER,453.081749361089,,358.1880025708514,342.1234964208266,354.3362089301896,205.43923263220623,393.48576502959224,406.16620710574637,275.2662560034588,360.4307144387043,473.43329981704983,390.28122817196373,,343.56540046907725
ORANGE,400.5745613523442,358.6130875592029,348.43244644561065,311.7497458984841,290.65519731709304,239.22689015294904,387.1127249579616,373.81536949555635,313.0272781123864,268.1546927948776,550.6588048346484,358.951918176779,129.1372600456776,348.75790164691927
GANGES,736.7135264525855,707.3747792875688,584.720309453242,640.6085415780335,800.0697271324105,324.82952796823736,731.6796545914847,863.4735867764866,392.5520712940112,823.2464279950406,716.8377705178694,744.3033468589053,526.2713525147018,863.886645868218
SAINT LAWRENCE,676.7035636180553,,,631.2193986513255,728.8575885681028,344.49350246189294,683.5139899619332,816.3601941291934,419.3606288337945,,636.5994686604267,708.6652909394082,,520.1115426401793
MURRAY,449.8850423033574,434.7156481970442,430.73791738215795,433.98982210223477,406.1162652538181,360.5660714160243,468.56008768632574,439.73606896877817,388.85564257557826,367.0887627345467,596.3727855121725,470.0266674438852,273.68875208470035,389.36481510974176
NELSON,526.5638092452539,409.4083608935077,451.1897799590473,456.7886037933282,459.3849275786209,266.4134340973469,515.6939445700962,538.9606614403349,343.12997652146396,405.72387775909317,524.7129475249197,524.9095044908513,401.4548459632382,438.69796330509337
LAKE EYRE,279.36728413702605,220.88103365973953,224.66113250782527,226.37720343068676,207.8474488576676,191.56156697497678,259.34903701125165,243.38713141799136,221.1714816141924,190.4846083809157,374.998895967937,299.0424306071958,91.71659566282464,235.8931626282769
ZAMBEZI,856.0641887321756,1133.188242611557,749.2096866477224,700.6377180161306,789.0001156115953,496.5949915732655,755.0085810623028,905.5540806769566,559.8770302984154,777.044151326868,735.3110541054502,809.6845467631326,596.6024807141459,850.8787860131355
VOLGA,494.51797965306815,378.90599796331804,436.9272068849633,459.49316041685177,530.2952102114516,295.2000166707136,518.8466704611835,666.0026041961701,341.51113148096954,485.28570458022097,583.7456928840675,568.0775477959564,434.3494253354973,444.24959297608973
TARIM HE,172.42292545623548,,88.07417517969692,91.29516229245607,107.30936652585419,85.92421978776063,121.54472234233333,142.93698768346434,120.05982862760648,81.51475361066521,282.5401785038572,91.43610506928619,,113.09649610874585
ARAL SEA,290.2911938070605,,194.7174675275672,207.17588807674593,256.54326324671524,139.59733389792748,253.02327036549664,303.6314143184986,181.56024675859504,254.49465491431806,400.56223498347197,176.45915944428384,,215.0885179057528
YANGTZE,768.3963292217417,712.2028588914561,686.661507972318,639.1345040146749,745.4275575605732,312.19407071761975,692.5498128539797,783.9484856468574,388.79760973576833,684.823706407852,710.2576629100826,824.721750153014,689.8284765490241,607.7280933094926
MACKENZIE,350.7119377350711,277.6912275318853,383.29650549271565,302.62245927097797,334.17524961329156,176.26233515610897,346.2191759715249,407.7086435146407,240.48585390076983,239.5196664843009,375.9685827198288,421.90796362949607,324.2336712171559,370.66455165173926
NIGER,416.88705468910496,,440.58637513594874,410.0907933171002,565.4070590789959,265.02995008173275,518.9440744415006,666.7380735590425,353.1017937712314,535.6545184463978,547.5445960605263,526.3676957165134,,632.2487842997327
AMUR,455.281337679045,430.7072532853229,436.89938020900297,399.49669031916017,430.35537443644023,273.3345876212226,491.8163854656083,536.2720795524208,374.2146421573782,346.26020110238017,503.5109808995844,475.98988195171734,418.695477009984,384.25238645094066
LENA,313.78545224299563,271.3108908070298,362.8108524992649,281.4929280747416,362.69647709084677,192.727289762594,322.91690898544255,430.1498813574252,252.59348770273527,148.67835021531943,323.2289740026086,433.8991715276794,356.5710965191361,325.46762948062315
CHAD,301.01329955838656,,263.81093989910426,284.22999019070016,346.7097634488381,188.23240215837282,334.2220791952133,391.75225136265067,237.47053572722115,328.71316628494884,430.44253199849675,306.2606848209536,,360.16150643012884
YENISEY,364.20904925956177,310.8101475245346,380.0439840197616,335.691645744895,403.4955567527271,217.08605037201173,363.44178620628566,448.2572676402177,273.7590233208282,236.1326259926005,411.984253131733,430.7702483357945,366.27673127914784,341.6341559689862
PARANA,1033.6514394061214,1074.0038288343978,858.530908772643,888.5233580149418,943.277833967167,656.2817252515069,995.7905588407411,992.5570584534535,736.7867440181342,916.8360150763459,959.3324505892803,1019.2756978866357,644.5257003866551,906.39349446097
OB,424.69288721977347,337.55790598042313,366.2910373534846,357.6544743050977,398.23359970742047,243.58126151653659,445.9975474383331,534.1139628398785,307.5746777555775,321.0706237512147,478.2146478488547,441.8318013702963,357.51714899185447,385.32027827821287
MISSISSIPPI,675.1627368560216,589.0327578443023,565.2941772092066,624.4592147618217,659.8794687435548,381.3020797293463,734.2277438779797,775.1331166769111,469.51619905972177,616.9527780707938,762.9741020173558,691.076389101552,507.78270670789095,617.9328391053257
NILE,529.3360326165687,,453.4427261090458,445.6597096724396,488.3724297853854,295.2561959684948,511.7265133491666,544.0051516787264,366.48251971917244,427.63075759392757,469.557998406139,460.0665382811609,,508.7194161125761
CONGO,1182.196415311337,1405.0888897558457,1209.9617115344233,986.6800369159064,1213.237762644118,750.0645899735861,1128.0713562822318,1347.9500121505234,874.9725332927885,1110.3690021260682,1105.6908755603695,1228.9611225479246,917.6489724694954,1192.431194528738
AMAZON,1271.2812868596284,1382.0322742701608,1347.4373611079968,1123.6134110012263,1264.4013109383789,845.091399523016,1371.7109531412075,1631.4840466649966,1020.6524297122885,1049.7494802938259,1287.463605530317,1422.0219048991762,1307.8268472800034,1187.8369636636453
Western Sahara,38.923352081438686,,31.192550988272398,25.813779609537097,29.776136137016255,27.543482742290784,59.3419971475415,66.23297855524814,64.03700464913545,-3.211944106937891,57.92059477832411,55.818820867793626,,32.45883351087116
Eastern Sahara,22.303709214333757,,9.809774886332104,16.514789490613413,18.199032381033817,15.359474340605468,26.122613903290365,28.10533630569521,26.51637220553361,-14.564294604045482,23.89857596636586,19.25942718973357,,4.93352307402466
Ogaden plateau,224.94534145589887,397.421497960576,225.4968673726969,234.28492856295694,227.45898900980328,206.9904935626843,294.3305672202505,294.5005800248654,250.78295740418267,227.99427663377963,390.75998608438044,305.45647460297175,243.00487030607798,285.5494793399908
Arabian Peninsula,74.49100974882873,,83.76833640562903,71.3877705235038,71.58986859370522,71.1025714957494,84.50875651041515,87.23773883400506,86.52190339108017,68.40133888737613,142.96296001063328,32.50075757734159,,25.121836138205214
Iranian Plateau,166.38787509095815,,108.34590839557845,141.1876525557893,152.25440357635634,125.72756075890985,174.54358876539936,191.2771112311742,157.75305603907017,164.45004370203634,219.61712837171507,135.23682805514025,,145.11237406067983
"Gobi desert, Junggar and Turpan depressions",164.104959810028,,144.56655392953516,127.36408667103501,132.84477140630898,120.54087556437506,163.5339515286301,172.82434157174362,161.40153952060135,114.23767581001366,250.71162204856014,139.4066271180738,,131.60174678636415
Tibetan plateau,395.9141722214443,,226.157491499367,216.50832720316234,365.3970194481734,115.44409049922766,206.27410195735874,298.90975023513914,172.57543614972775,361.7982416143319,296.9739995640298,221.78541887523807,,50.79811872853806
Western Plateau,316.3416585567029,242.69331372894038,267.52324567548476,272.3380514329946,260.32022422886405,212.0897515820168,318.1116427886351,312.33408573342894,258.47396176454697,237.49449161382603,377.1159367348356,354.94736047126725,126.17022107702512,260.25310933149666
Puna de Atacama plateau,196.23003829246983,,49.19636736137066,157.03035937023043,172.69348004174714,134.79540722351098,139.63322164746265,177.34047153119946,111.31849415090934,161.1795248372467,191.9137815002227,291.1473045631202,,4.619357781016434
Salinas Grandes,563.2360600005272,402.3036665124878,309.6134436969702,340.2166758128339,318.3419459382136,288.7308067889358,356.8046362784428,339.4920285056345,319.5244433128819,292.15830197241104,608.1904078569038,432.02963894759614,,444.25422205112227
Great Basin,270.31034032404153,239.41711600542035,186.77516450018237,219.20159155357481,241.80830302954683,154.74003530582047,282.92111318854506,321.9639889384506,181.95950890274614,265.97931087962684,382.80151290415546,231.73289474542054,173.96356163213792,173.1432184091444
