NAME,CPC,CRU,ERA5_Land,GLDAS20,GPCC,GPCP,GPM,JRA55,MERRA2,MSWEP,TRMM
MOBILE RIVER,1341.2837193425457,1343.9126657020797,1261.250324149483,1368.6536176034879,1361.0209847400718,1491.7855473031807,1453.199152384355,1484.8293608841248,1343.0304444354704,1372.8656966919439,1442.7564155309738
LAKE GAIRDNER,238.85635894454066,182.67151485264444,198.46369524150185,194.2444070049426,205.72142775620733,228.26991913988877,224.49089598119264,270.0191876280664,224.38619486098725,185.70548334449637,228.18984607498805
RHARSA,190.14898916556268,232.87589701792572,188.3705153787072,228.31874609958044,189.00653594638214,256.4859819712191,218.98060526565231,211.47012323168033,243.68226996284943,143.29343477680487,226.01347879470254
LOIRE,700.7466888202739,795.1690526186375,837.3387984701512,758.6486004003671,812.3889157134814,890.344819439407,889.9864158370013,847.3382404886986,750.1019480934867,732.0339096538574,864.2950915877333
BRAZOS,688.6756614776705,678.4864545140215,661.8470890569616,657.8925907830695,690.6981629507245,749.213173546885,761.9318192869856,900.336325757395,683.5916513919053,640.6119686201695,743.696587966831
ODER,600.6604260105257,610.8185531512761,739.0766731481564,625.3191516385172,650.3177656136507,815.194460737964,800.1642523837896,765.3427452667531,651.0188231536665,578.264059605953,
HAMUN-I-MASHKEL,91.96553716240092,115.34802416833153,95.92476126416864,67.24345450724017,108.934194417839,147.1610443363714,119.29261998829006,103.30694761030415,90.45773494854903,70.18654935195072,108.83961959540746
ABHE BAD,503.96698902646824,664.5411340948947,527.7788294091713,687.5107416946652,680.1966329031832,698.5100891621861,766.2382681463471,507.6174795799931,571.2531929935947,534.1294977833151,771.641360520542
GUIR,120.14623884207481,115.69172511886127,99.81889697532196,145.95067429768824,123.32493902880438,159.07746925966453,147.23701411859574,129.75515153432406,165.16015437015565,119.31925684689823,151.82122127238648
KUSKOKWIM,470.3874202842415,438.92513109401415,738.5390092958012,494.03335726669127,495.7253193979708,656.6735017149906,618.2839460017025,735.7670165272368,783.3894466596786,846.9491120279263,
USUMACINTA,1828.2640364624447,2489.617437158352,1881.1887634909303,2441.302592689989,2205.6180915814043,2219.5665786361915,2196.799982279273,1534.0094494734392,1814.7823003005572,2218.1004391637953,2179.2003467574805
MAR CHIQUITA,699.7103724298114,681.9015376874487,922.7646569568045,636.5323312403752,688.3983547408659,655.0347076455027,712.3382882200274,735.6062885272269,703.7203801569542,607.1614030535237,704.0051763640544
BURDEKIN,925.2791380858973,598.575281673722,680.9731733212785,761.4721849496682,739.1567604675246,852.3897649400144,828.1433386700355,718.6021387549303,961.3767600386534,739.9720272951988,815.8142607061543
SANAGA,1752.2234851999237,1678.8339974986434,1716.8014827408956,1561.3764172947763,1667.7631304294118,1781.5680998853727,1610.9289817791537,2110.8416000558914,1523.0481895543699,1499.969287495127,1539.533801737923
SANTIAGO,706.5521932508261,766.8249096462374,866.9760659611275,681.5049018562772,716.3107900952385,790.73334621306,808.0939142003157,947.1566455117418,694.9907043422804,712.6201671436377,804.8840011292397
SARYSU,182.1324813448694,171.64573249604982,244.8290175633315,189.64513430061635,188.20087147372305,285.4166783607499,308.1782152637717,386.3863800789348,204.96055816321518,155.42687536328876,292.5290954554342
ALBANY,659.0002273358963,671.468049070322,795.6828851947319,745.0622313011887,743.1494147682337,773.7604858177035,771.0801336892495,818.97228204573,801.0571224551278,737.8856421763886,
MAHANADI,1391.7209047902008,1370.7817374048177,1473.5265686857879,1252.5306643518932,1435.7905174791383,1437.8824612731676,1434.8902778214326,1297.4398498052733,1378.9823647692094,1446.5368242557367,1469.4255876507677
CANIAPISCAU,714.4756317243886,712.3932238391462,866.8884733740031,765.7889085241775,704.8907560834689,750.336879981325,759.8974966824557,922.8835379039863,888.5410274924907,908.5634544804504,
NEGRO,440.3842186363563,380.59503570761433,545.4889174936765,366.55497505651215,466.3390105485113,643.2590507470067,450.14099684509455,369.5090300659966,432.81635428184234,369.3811833346059,494.3973574707696
GREAT SALT LAKE,389.5810367222265,305.2954312664885,395.3777743534747,336.0642537402233,301.77595293704246,333.20938274782395,347.3296495395456,490.8479334777259,391.2163196521845,328.50220516503634,325.1203805426938
CHUBUT,406.3606402253314,224.51526341375796,328.2139290419749,233.12215864601927,340.39629725893394,572.4548002087374,376.77503394705116,285.09891991585357,420.5001745763586,206.34823606886485,459.86618881715265
ELBE,675.6861748363198,597.9072503313779,793.6382115791666,652.7789033008594,688.8196694197541,896.582833060749,879.6162212670235,792.4611640149844,702.5710476439963,643.4386194316642,
RED,1175.8351705394302,1441.9669718805,1731.036544809343,1360.657044194791,1457.1095642238004,1367.881594251711,1472.7734131166396,1875.5980568812752,1130.6643734527581,1411.831719344917,1478.30738111687
FITZROY,768.6743114074555,659.5511979965555,644.089735422079,704.0597164787897,687.9649827648605,755.796257715517,753.303207365917,740.1480878028024,794.8931699629563,677.3670504666325,764.275859543086
TITICACA,429.7392093230981,648.3100697088006,1235.5473250631246,621.1774254920701,664.0815346788652,955.071274339734,719.236069487238,1339.5894620331796,540.8044071860178,679.8407902112305,665.5410378720205
MELRHIR,148.95368389681718,125.41723632295994,99.67887658183787,129.91500968452752,140.27067422664788,134.6561231816318,146.17282964327228,140.4242816044994,134.37566481073713,74.22810637866141,158.22248390129056
CUANZA,535.394430181734,1138.2251979740656,1206.251626076279,1131.2092411789306,1210.4656149138143,1195.7839287542433,1159.14925699894,1411.9305476634363,1007.2517355605557,1299.1041269554687,1148.7038576378322
TAZ,531.7917262089302,501.73879047567635,596.2221214629888,545.4772302600588,523.7329256756595,830.7411176209149,803.4109024118856,673.5392205377618,697.7424594978961,618.0942963046036,
CHUY,241.16208688214357,236.20561292000895,370.23458916672223,248.0124285720388,232.55138291797834,310.84905477741904,312.73103179028794,392.60053548025155,238.20731854871775,207.58991554106697,298.54325437398245
CHAO PHRAYA,1240.8292500075122,1178.579398047554,1609.7897648862713,1362.2776705172344,1293.923508788719,1617.1961575609582,1425.1123573343218,2397.5874639998797,1265.826398876976,1185.3857314932532,1393.7767691301337
RHINE,859.1047506045749,898.1160711115108,1072.9534425735637,914.3662345101347,937.2059979244381,1079.8185865971373,1104.9695727490832,992.5468277395772,900.2222077099916,940.91577759682,
RUVUMA,886.3007048096373,1141.2792803973375,982.4896878323336,1120.3243980379636,1147.9431600825433,1157.9527256020842,1136.8040626761247,755.3588868895979,1148.3146474345417,1124.1185396257883,1165.5065113107607
PYASINA,375.6366939696686,341.93538547691196,524.1781973036565,392.7860181668053,384.5871988305361,737.9889727524444,,562.8624241556989,608.0182246558486,613.3786522554963,
HUAI HE,891.067660822051,785.2552643577617,913.7361465672108,887.0648399982259,892.3493340655932,945.7296576300126,947.0116403806567,941.7721991167243,857.5206424102525,801.8660684408861,973.1132992471603
ANADYR,238.8903257476142,294.3153444478121,487.90491881032483,329.26389769616424,342.25938604408867,525.5959889176086,571.5321809903804,509.35364415132955,602.5437982097353,594.0080961701481,
CUVELAI,499.1186352486692,406.21453305336337,691.8549230789401,531.3486755729217,566.0251246699765,706.5385857327818,631.2463935996129,659.7456769836205,659.2375327705444,638.1971063592786,638.372806613048
KURA,372.68406621282446,515.8981792545615,788.4492037272574,561.1901279405284,523.152543228953,700.7220404952319,629.3508163505378,724.7040324554879,431.9624141255047,640.0179455860705,640.1065154568341
VISTULA,619.4505598687523,620.2282923359032,765.9032554218566,635.3285553844582,678.9160633049777,798.7374950009221,822.7389649379799,772.8590836250356,684.2548779415247,593.795280084492,
RUFIJI,728.9005214986771,1120.0130244080428,895.5185950315757,1044.4770784903017,992.5943631386333,1018.182548202008,1013.5614239221704,609.4061930589293,1041.5715785339712,998.2907319678358,1028.2714658615607
URAL,333.16906487773264,303.25335391464625,428.86324210688207,331.76239360578023,334.01741606479993,484.6118248279631,493.8747733193915,547.5356275653215,405.78122196929394,322.71031340489145,
OGOOUE,1348.7728347143543,1799.3925182007267,1797.5748388394554,1802.30639508774,1702.3949705887576,1807.4345134331093,1778.211355910779,1932.990011993401,1841.2712188862351,1597.977744200338,1757.607106307839
YONGDING HE,508.4612903417036,463.07094393992236,566.3844379678909,501.8474601333581,498.70301699026584,529.5515593561682,523.7785565372972,547.6056137078107,498.8026815752369,449.8697186733596,540.9983324203264
OLENEK,265.83060808431446,263.5636593498922,353.8081688553079,284.35519448111955,270.66967974278487,345.0501077989668,369.7067900902129,356.61585053206124,456.7206860040834,359.71778262639634,
LIAO HE,475.9852363501949,492.15767718909046,544.5774062450963,503.48212604522644,479.86720570163925,550.6535479288609,525.7611967318971,632.2474938432035,462.09735024757885,458.40977198982426,544.005078070925
HAR US NUUR,136.93694793346026,200.86703220856592,238.18946437756262,184.42547674799576,125.19334791669215,168.3653900209493,147.90727910897857,289.8545877196847,179.094206942874,235.58569308741806,151.5064727099013
FRASER,547.9100878377211,708.0514636506413,977.8861670369915,777.8641789813779,686.5131547695845,805.2972603793985,742.1096789445197,1046.6894506827507,812.5266213366906,920.6325382140494,
YANA,227.52396853375785,228.5350518672667,374.30736022351437,270.0208914265494,247.3960437024683,326.2899526913467,293.8779558587991,391.95633984109855,492.1825370565692,374.3224784284478,
THELON,280.72912156211885,290.2274079997509,413.44839738932194,291.838622252177,242.32624085909782,327.28906762970587,,430.68519943564814,526.948176827649,343.94167061911514,
THORGAY,191.41973407620077,181.18974767325287,272.88673470921333,203.65773896190944,193.16215126680584,310.32998161750663,315.0832127479572,413.33976819178696,237.86646375601458,178.48324449598454,
KRISHNA,872.8562591994953,808.279779600635,1028.2726721319013,957.1957702547201,917.5707920838973,1147.0117393771748,1065.1473060482338,615.291188678264,963.4432386805427,946.0021196729416,1025.3947450240926
MAGDALENA,1312.069427384167,1977.6326149749189,3527.5741808830417,2427.216894481675,2221.285503775655,2788.2890622873406,2496.559778508208,2998.501081571415,1370.0059570401622,2241.145970128745,2366.461088426422
URUGUAY,1474.822593193193,1459.5801509495575,1545.0391385173252,1508.9860865744056,1519.2910491010123,1649.4946036088709,1625.392206180928,1428.3215308149458,1479.515079065637,1429.8143565552978,1683.0997938672022
SALWEEN,888.8030195614208,998.6425459515134,1512.6053451037037,1050.3591933777593,1122.0638323819362,1181.954319731516,1161.8838852796348,1299.3149984037136,850.8113570373362,1291.9214272784707,1187.8947981481886
NEVA,638.7590416814788,624.5865172723617,799.170982773675,681.3618825674278,706.7246476932587,915.3740139193354,953.6073085086593,788.84086666495,877.1901970791965,691.018671512662,
KHATANGA,294.1916007116339,304.6685200649811,426.5062346300754,319.12114657366,289.8304107509602,455.5921367233592,,432.7616207565232,535.6285068584065,494.49171625929455,
CHURCHILL,487.8097262298687,456.10623039579224,571.8108377870292,485.1461822619951,505.4855520424377,519.3452682726196,511.396182626272,638.088635499665,621.5575395754371,480.09690601519077,
GODAVARI,1156.0996978689338,1084.6527363206953,1241.8944295551125,1130.4207546722394,1183.542563762063,1230.537011363813,1233.0669262548988,1003.4495398708411,1165.1038227664408,1174.908101065826,1265.1808781463706
PECHORA,536.5599561751212,481.0344760354768,709.7711404812793,569.769571404751,602.6216971472559,805.0542769684578,859.4298081681854,765.6830162928735,816.8353091154344,714.350680145761,
SEVERNAYA DVINA,591.0770478754278,615.2148223378838,717.5639568124533,620.8786922201916,619.7389269082029,817.2762031693783,826.212693174306,782.6151726344158,858.113545319475,622.8892013085936,
PARNAIBA,986.413900249395,1105.7452669825027,1055.9902780873545,1073.4649548012833,994.5698152841826,1129.4813551207085,1101.2277966522013,1278.5443828389712,1012.4961356327836,1034.5027673448906,1109.9417282455552
INDIGIRKA,215.83361317195468,236.50558583465727,409.57126905729325,287.48165949718015,263.6967302536668,368.27391753910354,339.0887697610766,412.9635672847642,523.7994029942058,433.47317037126913,
HAMUN,150.15631804555272,210.72002598882426,200.74192658071485,182.56723938308468,197.04753264106003,168.33641745602736,175.3520916686713,221.29228433380376,159.96613098451724,179.33320062987292,197.52267912512846
COLORADO (South America),304.10970815539247,268.41782605817735,497.15250004893534,252.68542519440126,309.4797443984074,417.4472228430148,359.0995855131422,440.4212938386645,317.2990985698936,264.60360325623424,354.28230807123873
ZHU,1356.2944387371174,1421.4397806271468,1656.641290380925,1361.9767034703048,1361.9092121862818,1419.0954581728934,1423.3715445837033,1656.8321101888137,1342.7004841223327,1421.7867880899948,1448.3638791647516
LIMPOPO,524.7452666439685,509.5250691932455,520.2200444536315,518.7811949313389,519.5767829055316,572.6779850235755,561.5252282968385,581.7381589893326,550.829383393049,541.5880878552895,554.0261276781639
VOLTA,908.4545907346622,1084.0363477623735,816.2388761346807,998.7169031195775,985.1051258593698,1069.9333358571844,1038.1625320318512,983.0368230431468,1023.4353031653757,938.8048616770099,1013.0695744214496
LAKE BALKHASH,230.32886515951037,267.906344958158,383.8514648267875,284.6704089356333,269.07372667273046,345.0293064449064,344.6806624488007,394.73571109185116,237.12880824073574,304.3770966727879,344.7612068866597
IRRAWADDY,645.3158231959094,1967.9198480832451,2322.6894247371683,1918.6870590595686,1839.8363352932902,1916.7481554380033,1984.7415916891464,2121.4182004501713,723.1395925556891,1821.166054697363,1960.057365956275
RIO DE LA PLATA,917.6584711757694,796.9460804053451,873.2262323622439,853.376393458014,900.9768862262272,969.1089440037629,993.3377296412951,889.3733095760193,932.0439947746297,837.2011159586106,1005.4887357568329
DON,470.18125557035074,477.87332472815234,563.5735952516901,503.365959949445,502.8291332239909,722.2391001417197,726.5886795516792,661.8165772377777,535.3215746129805,475.6760485350566,
SENEGAL,504.32992373684544,642.3037339118121,427.3958631676025,579.2770663878844,551.1246428512927,636.3429016230469,597.8081788595763,491.32114311562265,579.4482517863778,533.0928122528326,573.2552295198843
DNIEPER,608.2260317811218,598.4950841977083,679.747032052555,609.6453732139527,630.7562706347827,811.8366337107041,817.5390621234844,748.4414695713701,680.8117733495128,590.4399561545358,
BRAHMAPUTRA,1063.9807754798983,1404.4906328686088,2122.0734358835034,1335.5046714787445,1407.5276253074958,1336.8269020268567,1430.4821942445124,1435.2951248615211,1009.2292308221352,1666.0497025607935,1469.3893669124902
SAO FRANCISCO,909.6170141328972,927.3946594916648,893.1602182019338,979.3244713084908,948.9274229274021,1045.7062564407634,1055.4953275957512,1010.2959307341474,916.5650408593134,983.8322883095827,1028.815228047759
KOLYMA,293.3877446188771,264.91456715827957,440.2346318786134,316.10398479848175,320.4876393709512,421.28459971944505,420.3770942570466,458.6542831898064,536.0022830934947,533.0465419564632,
COLORADO RIVER,319.3044225787225,302.4955323275151,340.0549163338007,283.72745594548906,282.1838002685839,310.2684825878518,317.4175833308424,450.0972234709558,325.01617314669625,301.46329083302913,299.1521070541561
COLUMBIA,654.5413629322845,537.6588066261834,766.9709768295,580.3430341361591,550.0936736938899,626.843567153804,605.1468968891979,844.2726732150155,706.1008866371307,740.3905287474832,
RIO GRANDE,384.18664142411393,348.39158730421514,392.7616567470682,336.2899790360208,389.0986436241602,430.654434084332,431.7790507000993,600.4445556605867,383.0890983254896,352.79826044613935,410.5478287458003
OKAVANGO,515.2690862096875,494.06704988147294,664.3118894688181,550.3400658921213,563.6601159786655,667.9258950761616,599.7393095211467,793.6971593882506,605.1717103346122,605.2917567829475,616.3794073821512
TOCANTINS,1516.151887335851,1779.5130159307396,1678.3060705170797,1788.7148113433116,1605.0842037593247,1756.025507634363,1735.393122835539,1785.278269667404,1524.7273454172316,1733.0644349719266,1711.9176404613245
